Barangay_key,RMSE,MAE,sMAPE,RMSE_rank,MAE_rank,sMAPE_rank,CompositeScore
rafael castillo,0.722684275210694,0.6466820006127285,1.5771571148385177,81.0,53.0,138.0,90.66666666666667
riverside,0.8250125535102575,0.5197316765108125,1.8063255808804564,70.0,76.0,114.0,86.66666666666667
salapawan,0.14911041863765934,0.04090601088351016,1.9982333822409255,182.0,182.0,3.0,122.33333333333333
salaysay,0.5027727218790239,0.30924657189635324,1.9136226116728248,117.0,104.0,91.0,104.0
saloy,0.7185653255412109,0.1743448165448039,1.9938112663523775,83.0,145.0,14.0,80.66666666666667
san antonio,0.7137933289844375,0.6070815206272483,1.6849184047034256,85.0,61.0,128.0,91.33333333333333
san isidro,0.3599096510069635,0.15806714337704947,1.9783791719533024,145.0,152.0,35.0,110.66666666666667
santo nino,2.0423442600677495,1.4405940704512294,1.273345293561892,18.0,18.0,155.0,63.666666666666664
sasa,2.2715674562945027,1.7129285436299087,0.7558770205282835,14.0,12.0,175.0,67.0
sibulan,0.2662040588303953,0.16442589884221487,1.9796476090471529,167.0,149.0,34.0,116.66666666666667
sirawan,0.9588080865979891,0.6938584417096688,1.611373952134161,54.0,49.0,135.0,79.33333333333333
sirib,1.3547850227568228,0.7246298866442663,1.8789952594110169,39.0,48.0,98.0,61.666666666666664
suawan,0.4274331332535882,0.2525012317205457,1.9461582631234675,131.0,123.0,67.0,107.0
subasta,0.8843541839019292,0.37366022990346554,1.9395384336992356,63.0,91.0,73.0,75.66666666666667
sumimao,0.5934847768819288,0.18126334203863345,1.996068272812176,102.0,142.0,9.0,84.33333333333333
tacunan,2.0975504784589245,1.510946526734464,1.1528990141160793,15.0,16.0,162.0,64.33333333333333
tagakpan,0.9446512580772366,0.5555489630391843,1.8550646704061144,56.0,70.0,103.0,76.33333333333333
tagluno,0.21038987118236757,0.06596875078338565,1.996579095557357,173.0,178.0,6.0,119.0
tagurano,0.4349493408178151,0.20057422077706577,1.9733134987692111,129.0,137.0,44.0,103.33333333333333
talandang,0.7051390438118919,0.29628658295892146,1.967457113593688,88.0,110.0,51.0,83.0
talomo,4.200538135845732,3.1384339776492722,0.6380740135171682,2.0,1.0,180.0,61.0
talomo river,1.626657280504391,0.8522628762279099,1.7629974746929653,31.0,44.0,119.0,64.66666666666667
tamayong,0.8238727548590788,0.5055679971271632,1.8305991200478318,71.0,78.0,107.0,85.33333333333333
tambobong,0.7893973738718492,0.44439434678048717,1.9087085096608774,72.0,82.0,92.0,82.0
tamugan,0.9081526032612407,0.6271931009077866,1.627437741239582,60.0,56.0,132.0,82.66666666666667
tapak,0.193580468161725,0.043788008058872945,1.9991041057774184,175.0,181.0,1.0,119.0
tawan tawan,0.951347392527382,0.5731469899303864,1.8400086167376308,55.0,64.0,105.0,74.66666666666667
tibuloy,0.452538442012042,0.27626529672756656,1.922345023614707,127.0,116.0,84.0,109.0
tibungco,3.3042681663270073,2.528315632942257,1.046769847965336,5.0,5.0,166.0,58.666666666666664
tigatto,1.5368229877155022,1.124834399882822,0.9140926021713615,36.0,31.0,171.0,79.33333333333333
toril,2.4501091625825238,1.65303604304662,1.002741327885591,11.0,14.0,168.0,64.33333333333333
tugbok,2.063211356414567,1.3429190289713255,1.4512081567040227,17.0,20.0,145.0,60.666666666666664
tungakalan,0.26648447516634044,0.1996464741039008,1.9591559165903867,166.0,138.0,58.0,120.66666666666667
ubalde,0.379622089904969,0.30704540730900437,1.9138865102536315,140.0,106.0,90.0,112.0
ula,0.7777294910401166,0.48960883291255963,1.8469993066657628,76.0,79.0,104.0,86.33333333333333
vicente hizon sr,0.8495658217504951,0.4429524421586933,1.9148623733458559,66.0,83.0,88.0,79.0
waan,0.5488767051065409,0.31386507743117503,1.9183896413577008,109.0,101.0,86.0,98.66666666666667
wangan,1.0200093485373765,0.5622133762839091,1.8572802378643036,50.0,68.0,102.0,73.33333333333333
wilfredo aquino,0.6532648133749678,0.5507796057692272,1.6533756266377482,94.0,72.0,130.0,98.66666666666667
wines,1.159617938403249,0.5933095151757267,1.9074751830885692,47.0,63.0,93.0,67.66666666666667
