run_id,view_mode,queue_type,weeks_to_sum,baseline_weeks,epsilon,ranking_formula_version,model_name,rank,barangay,actual_cases_past_W,past_8w_avg,baseline_expected_W,forecast_cases_next_W,surge_ratio,surge_eligible,baseline_eligible,priority_eligible,baseline_weeks_used,nonzero_weeks_8w,rank_reason
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,51,alejandra navarro,1.0,0.75,3.0,2.5381421564333495,0.6345355391083374,True,True,True,8,4,Surge 0.63x vs baseline; forecast W: 2.54
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,52,tugbok,6.0,1.0,4.0,3.040981640255051,0.6081963280510102,True,True,True,8,5,Surge 0.61x vs baseline; forecast W: 3.04
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,53,malagos,6.0,0.8076923076923077,3.230769230769231,2.346584257834606,0.5546471882154523,True,True,True,26,2,Surge 0.55x vs baseline; forecast W: 2.35
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,54,los amigos,5.0,1.125,4.5,2.9212579536308363,0.5311378097510612,True,True,True,8,4,Surge 0.53x vs baseline; forecast W: 2.92
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,55,crossing bayabas,3.0,1.25,5.0,2.466307944458821,0.41105132407647016,True,True,True,8,6,Surge 0.41x vs baseline; forecast W: 2.47
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,56,barangay 37 d,7.0,1.25,5.0,2.322639520509763,0.3871065867516272,True,True,True,8,4,Surge 0.39x vs baseline; forecast W: 2.32
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,57,rafael castillo,0.0,0.11538461538461539,0.46153846153846156,4.980505363567326,3.4077141961250126,True,False,False,26,0,Surge 3.41x vs baseline; forecast W: 4.98
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,58,san antonio,0.0,0.15384615384615385,0.6153846153846154,4.142439557197824,2.5643673449319864,True,False,False,26,1,Surge 2.56x vs baseline; forecast W: 4.14
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,59,wilfredo aquino,1.0,0.19230769230769232,0.7692307692307693,4.166384294522668,2.354912862121508,True,False,False,26,1,Surge 2.35x vs baseline; forecast W: 4.17
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,60,centro,1.0,0.19230769230769232,0.7692307692307693,3.998771133248768,2.2601749883579996,True,False,False,26,2,Surge 2.26x vs baseline; forecast W: 4.00
