Barangay_key,train_weeks,nonzero_weeks,total_cases,eligible_local,eligibility_reason,run_id
suawan,446,52,63.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
subasta,446,51,75.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
sumimao,446,17,25.0,False,too_sparse_nonzero_weeks+too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
tacunan,446,261,535.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
tagakpan,446,87,118.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
tagluno,446,12,12.0,False,too_sparse_nonzero_weeks+too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
tagurano,446,35,38.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
talandang,446,40,50.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
talomo,446,416,2018.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
talomo river,446,110,177.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
tamayong,446,90,117.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
tambobong,446,66,83.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
tamugan,446,136,194.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
tapak,446,6,6.0,False,too_sparse_nonzero_weeks+too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
tawan tawan,446,81,121.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
tibuloy,446,58,73.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
tibungco,446,307,832.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
tigatto,446,274,600.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
toril,446,270,658.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
tugbok,446,180,327.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
tungakalan,446,39,57.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
ubalde,446,80,91.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
ula,446,79,103.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
vicente hizon sr,446,62,83.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
waan,446,59,76.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
wangan,446,84,120.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
wilfredo aquino,446,151,215.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
wines,446,70,100.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
